OPIS Truckstop ID,Truckstop_Name,Address,City,State,Rack_ID,Average_Retail_Price,Highest_Price,city_lat,city_lon
52150,PILOT TRAVEL CENTERS #311,"I-90, EXIT 27 & SR-97",Erie,PA,240,4.21566666,4.21566666,42.1167,-80.0733
52152,PILOT TRAVEL CENTERS #308,"I-80 , EXIT 310",Laramie,WY,795,3.609,3.609,41.3099,-105.6085
52153,PILOT TRAVEL CENTER #1412,"I-94 & RUSSELL RD, EXIT 1",Wadsworth,IL,444,3.789,3.829,42.4448,-87.9202
52155,TA SOUTHINGTON TRAVEL CENTER,"I-84, EXIT 28 & US-65",Milldale,CT,100,5.199,5.199,,
52163,PILOT TRAVEL CENTER #67,"I-75, EXIT 296",Cartersville,GA,18,3.55733333,3.56566666,34.1644,-84.8009
52212,FLYING J TRAVEL PLAZA #763,"I-80, EXIT 209",Rawlins,WY,795,3.749,3.749,41.7849,-107.2265
52221,FLYING J TRAVEL PLAZA #726,"I-20, EXIT 472",Dallas,TX,630,3.18233333,3.18233333,32.7935,-96.7667
52222,FLYING J TRAVEL PLAZA #735,"I-10, EXIT 873 & SR-62",Orange,TX,610,3.309,3.309,30.1226,-93.7607
52230,ONE9 #294,"I-15 & I-84, EXIT 344 SR-39",Ogden,UT,835,3.32566666,3.32566666,41.2279,-111.9682
52233,SPEEDWAY #2953,"US-80, EXIT 3",Yuma,AZ,900,3.46566666,3.46566666,32.5995,-114.5491
52235,PETRO STOPPING CENTER #303,"I-80, EXIT 310",Laramie,WY,795,3.57566666,3.57566666,41.3099,-105.6085
52236,CHEVRON,US-60,Globe,AZ,930,4.299,4.299,33.387,-110.7513
52239,PILOT TRAVEL CENTER #192,"I-75, EXIT 60",Tifton,GA,10,3.609,3.619,31.4624,-83.5203
52241,Rocket,"I-25/US-85/US-87, EXIT 161 & SR-105",Monument,CO,803,3.195,3.195,39.0736,-104.8467
52250,PILOT TRAVEL CENTERS #222,I-84 EXIT 1,Sturbridge,MA,215,4.159,4.159,,
52255,GREATER CHICAGO I 55,"I-55, EXIT 267 & SR-53",Bolingbrook,IL,290,3.464,3.609,41.6901,-88.1021
52262,CIRCLE K #2721577,US-84 & SR-21,Monroeville,AL,715,3.434,3.434,31.5162,-87.3279
52278,NEIGHBORS EXPRESS,US-25/SR-121/SR-23/SR-67,Millen,GA,135,3.38233333,3.38233333,32.8071,-81.9423
52297,IGA EXPRESS SHELL #874,"I-65, EXIT 20",Bowling Green,KY,460,2.999,2.999,36.9716,-86.4378
52299,415 TRUCK STOP,"I-10, EXIT 151 & SR-415",Port Allen,LA,600,3.089,3.089,30.4456,-91.2098
52302,LONGHORN TRUCK AND CAR PLAZA,"I-10, EXIT 4",Vinton,LA,690,3.274,3.274,30.1957,-93.5818
52304,Fast Stop,"I-10, EXIT 182 & SR-22",Sorrento,LA,600,3.699,3.699,30.1828,-90.8674
52307,CASEYS #3002,SR-60 & SR-30/SR-4,Saint James,MN,425,3.219,3.219,,
52313,CIRCLE K #2723445,"I-20, EXIT 5A & US-61/SR-27",Vicksburg,MS,760,2.959,2.959,32.3173,-90.8868
52322,BOLLA MARKET,"I-95, EXIT 13",Elizabeth,NJ,115,3.099,3.099,40.6658,-74.1913
52323,POWER,"I-78, EXIT 58 & SR-9/SR-1",Newark,NJ,115,4.299,4.299,40.7245,-74.1725
52325,MIRABITO #69,"I-88, EXIT 15 & SR-23",Oneonta,NY,12,3.999,3.999,42.4551,-75.0666
52326,MR FUEL #715,"I-70, EXIT 203",Foristell,MO,540,2.92566666,2.92566666,38.8156,-90.9627
52334,KWIK TRIP #775,"I-90, EXIT 69 & SR-82",Mauston,WI,420,3.28733333,3.28733333,43.7995,-90.0775
52335,SHELL,"I-295, EXIT 3",Disputanta,VA,180,3.029,3.029,37.1236,-77.2249
52340,KWIK FILL #249,US-22,Duncansville,PA,14,4.07233333,4.07233333,40.4263,-78.4303
52344,STAMART 1224,"I-94, EXIT 166",Bismarck,ND,273,3.61566666,3.61566666,46.8143,-100.7694
52346,QUARLES #4436,"I-695, EXIT 41 & SR-151",Dundalk,MD,22,3.699,3.699,39.2704,-76.4942
52348,SHELL,"I-75, EXIT47 & SR-85",Detroit,MI,325,3.699,3.699,42.3834,-83.1024
52361,PAYLESS FUEL TRAVEL CENTER,"I-20, EXIT 470",Dallas,TX,630,2.98566666,2.98566666,32.7935,-96.7667
52363,SPEEDWAY #2376,US-131 & SR-46,Cedar Springs,MI,456,3.899,3.899,43.2201,-85.5535
52364,PILOT TRAVEL CENTERS #335,"I-20 & SR-137, EXIT 138",Rayville,LA,760,3.21233333,3.21233333,32.4707,-91.7576
52365,MOORES SUPER STORE,US-43/US-278/SR-171,Hamilton,AL,615,3.799,3.799,34.1346,-87.9755
52366,ALMA TRAVEL MART,"I-40, EXIT 13 & US-71",Alma,AR,645,3.33233333,3.33233333,35.4919,-94.2165
52367,DOSWELL TRUCK STOP,"I-95, EXIT 98 & SR-30",Doswell,VA,180,2.899,2.899,,
52383,FLYING J TRAVEL PLAZA #601,"I-20/I-59, EXIT 104",Mc Calla,AL,615,3.17066666,3.17066666,,
52384,PILOT TRAVEL CENTERS #337,"I-95, EXIT 164 & US-52",Florence,SC,46,3.349,3.349,34.178,-79.7898
52385,Flying J Travel Plaza #696,"I-71, EXIT 131",Sunbury,OH,315,3.719,3.719,40.2485,-82.8806
52387,MARATHON,"I-55, EXIT 265 & SR-4",Senatobia,MS,435,3.199,3.199,34.6081,-89.9762
52388,FLYING J TRAVEL PLAZA #711,"I-85, EXIT 102",Blacksburg,SC,46,3.429,3.429,35.122,-81.5182
52393,CASEYS #3004,SR-15 & CR-52,Truman,MN,425,3.299,3.299,43.8279,-94.4366
52400,PILOT TRAVEL CENTERS #324,"I-94/US-41, EXIT 329",Franksville,WI,444,3.889,3.889,,
52401,LOVES TRAVEL STOP #267,"I-40, EXIT 107 & SR-95",Morrilton,AR,695,3.36066666,3.36066666,35.1558,-92.7387
52402,FLYING J TRAVEL PLAZA #665,"I-20, EXIT 3 & SR-79",Greenwood,LA,745,3.14566666,3.14566666,32.4359,-93.9643
52403,FLYING J TRAVEL PLAZA #676,"I-10, EXIT 31",Gulfport,MS,733,3.14566666,3.14566666,30.4274,-89.0704
52404,PETRO WELLS,"I-80, EXIT 352",Wells,NV,835,3.73233333,3.73233333,41.1132,-114.9535
52405,FLYING J TRAVEL PLAZA #636,"I-80, EXIT 292",Davenport,IA,270,3.87233333,3.87233333,41.5565,-90.6053
52411,SAPP BROS TRAVEL CENTER,"I-215, EXIT 21",Salt Lake City,UT,835,3.399,3.399,40.7776,-111.9311
52413,PILOT TRAVEL CENTERS #360,"I-75 & SR-613, EXIT 164",Findlay,OH,411,3.31566666,3.31566666,41.0469,-83.6379
52414,Mobil dba ONE9 #1341,"I-5, EXIT 208",Arlington,WA,977,3.799,3.799,48.1701,-122.1442
52421,SHEETZ #194,"I-80, EXIT 97",Falls Creek,PA,14,3.30733333,3.30733333,41.1421,-78.8067
52422,KWIK TRIP #674,"I-94, EXIT 45 & US-12/SR-29",Menomonie,WI,295,3.499,3.499,44.8893,-91.9084
52423,PILOT TRAVEL CENTER #908- TOWN PUMP,"I-15 & I-90, EXIT 122",Butte,MT,816,3.56566666,3.56566666,45.902,-112.6571
52426,J MART #322,"I-65, EXIT 322",Falkville,AL,615,3.199,3.199,34.3793,-86.9086
52427,PILOT TRAVEL CENTERS #340,"I-80, EXIT 46",Fernley,NV,966,3.91566666,3.91566666,39.5627,-119.1906
52428,PILOT TRAVEL CENTERS #338,"I-26, EXIT 115 & US-321",West Columbia,SC,135,3.499,3.499,33.9932,-81.0936
52430,CHEVRON FOOD MART,"I-75, EXIT 350 & SR-2",Ringgold,GA,285,2.859,2.859,34.9136,-85.1215
52431,WOODBINE TRAVEL CENTER,"I-95, EXIT 14",Woodbine,GA,75,3.03233333,3.03233333,30.9598,-81.7176
52435,CM WINNERS CHOICE,"I-10 & SR-108, EXIT 23",Sulphur,LA,690,3.299,3.299,30.2286,-93.3566
52438,NEW MADRID,"I-55, EXIT 52/SR-P",New Madrid,MO,275,3.269,3.269,36.5878,-89.5505
52439,CIRCLE K #2723395,US-11,Hattiesburg,MS,620,3.199,3.199,31.3074,-89.317
52441,PILOT #6990,"I-95, EXIT 106",Kenly,NC,205,3.709,3.709,35.5885,-78.137
52450,PILOT #1290,"I-35, EXIT 410 & US-77",Red Oak,TX,630,3.299,3.299,32.5212,-96.7866
52452,PLAINVIEW TRAVEL PLAZA,"US-41, EXIT 113 & SR-26",Oshkosh,WI,444,3.199,3.199,44.0227,-88.5619
52454,PILOT TRAVEL CENTERS #6,"I-70, EXIT 178 & SR-209",Cambridge,OH,315,3.509,3.509,40.0221,-81.5869
52455,LOVES TRAVEL STOP #266,"I-35, EXIT 32",Ardmore,OK,253,3.649,3.649,34.1949,-97.1256
52456,PILOT TRAVEL CENTERS #317,"I-44, EXIT 4 (ST 435)",Joplin,MO,277,3.41233333,3.41233333,37.0757,-94.5018
52458,PILOT TRAVEL CENTERS #332,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.238,3.239,34.7807,-92.2371
52461,FLORENCE VALERO,US-130,Burlington,NJ,160,3.13566666,3.13566666,,
52463,PILOT TRAVEL CENTERS #341,"I-15, EXIT 48",North Las Vegas,NV,910,3.69566666,3.69566666,36.2883,-115.0888
52464,7-ELEVEN #40118,ST 220 & I-180,Muncy,PA,138,4.359,4.359,41.2021,-76.7854
52465,FLYING J TRAVEL PLAZA #605,"I-40, EXIT 84",Russellville,AR,695,3.369,3.369,35.2762,-93.1383
52466,FLYING J TRAVEL PLAZA #784,"I-95, EXIT 100 & SR-272",North East,MD,22,4.199,4.199,39.6076,-75.9414
52467,FLYING J TRAVEL PLAZA #712,"I-20, EXIT 70",Columbia,SC,135,3.43233333,3.43233333,34.0378,-80.9036
52468,FLYING J TRAVEL PLAZA #703,"I-40, EXIT 140",Oklahoma City,OK,483,3.309,3.309,35.4676,-97.5136
52469,LOVES TRAVEL STOPS #269,US-287/US-82/SR-79 & US-281,Wichita Falls,TX,770,3.136,3.149,33.9072,-98.5291
52470,QUIKTRIP #562,"I-80, EXIT 136",Des Moines,IA,320,3.04733333,3.04733333,41.5725,-93.6105
52471,FLYING J TRAVEL PLAZA #695,"I-75, EXIT 135",Beaverdam,OH,411,3.33066666,3.33066666,40.8328,-83.9739
52472,FLYING J TRAVEL PLAZA #708,"I-81, EXIT 52",Carlisle,PA,70,4.109,4.109,40.2,-77.2034
52473,FLYING J TRAVEL PLAZA #743,"I-15, EXIT 222",Nephi,UT,835,3.71566666,3.71566666,39.7069,-111.8326
52474,PILOT TRAVEL CENTERS #17,"I-94, EXIT 104",Battle Creek,MI,406,3.979000000000001,3.999,42.2985,-85.2296
52477,PETRO FARGO #361,"I-94, EXIT 348",Fargo,ND,341,3.499,3.499,46.8651,-96.8292
52478,LOVES TRAVEL STOP #418,"I-64, EXIT 172",Grayson,KY,255,3.75566666,3.75566666,38.3317,-82.9371
52479,PETRO CARNESVILLE #377,"I-85, EXIT 160",Carnesville,GA,16,3.154,3.154,34.3729,-83.2328
52480,LOVES TRAVEL STOP #268,US6-9 & US-75,Atoka,OK,253,3.489,3.489,34.386,-96.1317
52482,KING TRAVEL PLAZA,"I-95, EXIT 6",Kingsland,GA,75,3.109,3.109,30.8194,-81.7216
52483,FLYING J TRAVEL PLAZA #659,"I-70, EXIT 253",Salina,KS,523,3.77233333,3.77233333,38.8136,-97.6143
52484,KWIK STAR #303,"I-80, EXIT 201 & US-21",Brooklyn,IA,380,3.129,3.129,41.732,-92.445
52493,10 ACRE TRUCKSTOP,"HWY-401, EXIT 53B & HWY 1",Belleville,ON,420,3.4299393350000003,3.48592833,,
52510,Valero,SR-9,Maysville,KY,312,3.599,3.599,38.6455,-83.7911
52511,JOES JUNCTION #9,"I-65, RAYMOND EXIT",Indianapolis,IN,375,3.459,3.459,39.7771,-86.1458
52512,LOVES TRAVEL STOPS #270,"I-20, EXIT 349",Ranger,TX,575,3.201,3.213,32.4693,-98.6751
52513,FLYING J TRAVEL PLAZA #678,"I-20 & I-55, EXIT 47",Pearl,MS,760,3.149,3.149,32.273,-90.0918
52514,FLYING J TRAVEL PLAZA #671,"I-55, EXIT 58",Matthews,MO,275,3.239,3.239,36.7584,-89.5688
52516,FLYING J TRAVEL PLAZA #612,"I-40, EXIT 255",Winslow,AZ,930,3.624,3.624,35.0243,-110.7095
52517,STRIPES 7FLEET #42562,US-84 & US-385,Littlefield,TX,700,3.199,3.199,33.9192,-102.3348
52520,DANDY MINI MART #19,"ROUTE 17, EXIT 59-A",Sayre,PA,190,3.99233333,3.99233333,41.9856,-76.5207
52527,PETRO STOPPING CENTER #323,"I-75, EXIT 368",Reddick,FL,225,3.35233333,3.35233333,29.3687,-82.1976
52528,QUIKTRIP #150,"I-70, EXIT 28",Oak Grove,MO,400,2.959,2.959,39.0075,-94.1282
52529,BIG SKY TRUCK STOP,"I-15, EXIT 56 N",Dillon,MT,786,3.689,3.689,45.218,-112.6345
52531,FLYING J FUEL STOP #768,"I-435, EXIT 57",Kansas City,MO,400,3.38233333,3.38233333,39.1238,-94.5541
52534,LEES FOOD MART #1122,"I-75, EXIT 122 & SR-61",Clinton,TN,405,2.969,2.969,36.0981,-84.1283
52535,PWI #115,"I-45, EXIT 178",Buffalo,TX,765,2.899,2.899,31.46,-96.066
52537,TA Express Osseo #431,"I-94, EXIT 88",Osseo,WI,448,3.469,3.469,44.5795,-91.212
52539,PILOT TRAVEL CENTERS #331,"I-285 , EXIT 51",Atlanta,GA,18,3.599,3.599,33.7628,-84.422
52541,PANTRY TRUCKSTOP,US-2/US-41,Rapid River,MI,360,3.405666666666667,3.499,45.9264,-86.9743
52542,FLYING J TRAVEL PLAZA #624,"I-75, EXIT 285 & SR-52",San Antonio,FL,225,3.599,3.599,28.3395,-82.2786
52546,CIRCLE K #2723910,US-84 & US-27,Bainbridge,GA,20,3.599,3.599,30.9052,-84.5732
52548,Henderson Fuel Mart,"I-80, EXIT 342",Henderson,NE,350,2.899,2.899,40.78,-97.8117
52549,SPEEDWAY #3328,"I-77, EXIT 159 A",Cleveland,OH,305,3.799,3.799,41.4764,-81.6805
52550,PILOT TRAVEL CENTERS #404,"I-24, EXIT 81 SE",Murfreesboro,TN,460,3.47233333,3.47233333,35.849,-86.4121
52551,PILOT TRAVEL CENTERS #374,"I-10, EXIT 142 & SR-71",Marianna,FL,20,3.599,3.599,30.7943,-85.2259
52552,FLYING J TRAVEL PLAZA #672,"I-49/US-71, EXIT167 & CR-J",Peculiar,MO,400,3.42233333,3.42233333,38.7306,-94.4735
52553,FLYING J TRAVEL PLAZA #689,"I-40, EXIT 153",Albuquerque,NM,580,3.549,3.549,35.1054,-106.6465
52557,SPRINT MART #40,US-72 & SR-247,Tuscumbia,AL,615,3.189,3.189,34.7204,-87.7035
52558,LOVES TRAVEL STOP #271,"I-40, EXIT 37 & US-219",Ozark,AR,695,3.39233333,3.39233333,35.4991,-93.8438
52562,MOBIL,"I-87, EXIT 36                 ",Plattsburgh,NY,39,3.799,3.799,44.6951,-73.4563
52563,FLYING J TRAVEL PLAZA #631,"I-75, EXIT 2",Lake Park,GA,20,3.32233333,3.32233333,30.6851,-83.1873
52564,FLYING J TRAVEL PLAZA #669,"I-44, EXIT 11A & US-71/SR-249 & SR-FF",Joplin,MO,277,3.41233333,3.41233333,37.0757,-94.5018
52565,PILOT TRAVEL CENTERS #377,"I-35, EXIT 13",Laredo,TX,693,3.599,3.599,27.5625,-99.4874
52566,YUMM,"I-35, EXIT 8",Laredo,TX,598,2.87566666,2.87566666,27.5625,-99.4874
52575,PILOT TRAVEL CENTERS #775,"I-15, EXIT 4",Saint George,UT,910,3.67566666,3.67566666,,
52577,PILOT TRAVEL CENTER #329,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,319,3.659,3.659,41.2369,-95.8516
52580,LOVES TRAVEL STOP #405,"I-95, EXIT 29",Brunswick,GA,75,3.355,3.389,31.1449,-81.4746
52581,TA WILLCOX TRAVEL CENTER,"I-10, EXIT 340",Willcox,AZ,980,3.28233333,3.28233333,32.2515,-109.8359
52582,JRs Oasis,SR-50,Yankton,SD,572,3.149,3.149,42.8901,-97.3927
52585,SUPERPUMPER #22,"I-94, EXIT 42",Belfield,ND,807,3.529,3.529,46.886,-103.1952
52587,PILOT TRAVEL CENTERS #380,"I-81, EXIT 25 & I-90, EXIT 36",Liverpool,NY,220,4.159,4.159,43.1065,-76.2095
52588,STRIPES #42564,US-87,Lubbock,TX,700,3.199,3.199,33.5657,-101.8879
52590,FLYING J TRAVEL PLAZA #661,"I-65, EXIT 2 & US-31W",Franklin,KY,415,3.169,3.169,36.7177,-86.5595
52591,FLYING J TRAVEL PLAZA #749,"I-95, EXIT 104",Ruther Glen,VA,180,3.619,3.619,,
52594,PILOT TRAVEL CENTERS #348,"I-70, EXIT 32B",Bentleyville,PA,165,4.109,4.109,40.1178,-80.0044
52595,7-ELEVEN #40281,"I-476,  EXIT 35/95",Jim Thorpe,PA,90,3.589,3.589,40.8712,-75.7433
52597,7-ELEVEN #40278,"I-81, EXIT 44 & I-76",Plainfield,PA,70,3.96733333,3.96733333,,
52598,7-ELEVEN #40283,"I-76, EXIT 19/247",Middletown,PA,70,3.97066666,3.97066666,40.201,-76.7289
52598,7-ELEVEN #40283,"I-76, EXIT 19/247",Middletown,PA,70,3.97066666,3.97066666,40.644,-75.3244
52599,7-ELEVEN #40285,"I-76, EXIT 21/286",Bowmansville,PA,208,3.97066666,3.97066666,40.2029,-76.0211
52601,LOVES TRAVEL STOP #236,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.22066666,3.22066666,34.7807,-92.2371
52602,7-ELEVEN #40277,"I-76, EXIT 16/226",Newburg,PA,70,4.299,4.299,40.137,-77.5546
52602,7-ELEVEN #40277,"I-76, EXIT 16/226",Newburg,PA,70,4.299,4.299,40.5214,-78.4217
52603,CASEYS #3364,US-281 & SR-200,Carrington,ND,341,3.439,3.439,47.452,-99.1307
52605,PILOT TRAVEL CENTER #39,"I-57, EXIT 335",Monee,IL,290,3.451,3.559,41.4181,-87.7502
52607,PILOT TRAVEL CENTERS #409,"I-40, EXIT 172",Dickson,TN,460,3.19233333,3.19233333,36.0637,-87.3665
52608,PILOT #7971,"I-40, EXIT 133",Conover,NC,46,3.699,3.699,35.7154,-81.2174
52610,TA HARBORCREEK TRAVEL CENTER,"I-90, EXIT 35",Erie,PA,240,4.199,4.199,42.1167,-80.0733
52611,STRIPES #40530,SR-239,Del Rio,TX,740,3.229,3.229,29.3708,-100.8801
52612,STRIPES 7FLEET #42568,US-60 & CR-G,Hereford,TX,700,3.35066666,3.35066666,34.8225,-102.4001
52615,PILOT TRAVEL CENTERS #4,"I-90, EXIT 151",Avon,OH,305,3.879,3.879,41.4485,-82.0187
52616,PILOT TRAVEL CENTER #28,I-69 EXIT 234,Daleville,IN,457,3.584,3.649,40.1187,-85.5567
52618,PILOT TRAVEL CENTERS #63,"I-85, EXIT 35",Piedmont,SC,30,3.22233333,3.22233333,34.7074,-82.4651
52620,GOODLAND 24/7 STORE,"I-70, EXIT 19",Goodland,KS,525,3.08733333,3.08733333,39.3489,-101.7143
52621,CORNER MARKET #111,"I-70, EXIT 27",Goodland,KS,525,3.059,3.059,39.3489,-101.7143
52622,STRIPES 7FLEET #42567,I-20,Stanton,TX,700,3.01566666,3.01566666,32.1317,-101.7927
52623,TA WILLINGTON TRAVEL CENTER,"I-84, EXIT 71",Willington,CT,100,5.199,5.199,,
52624,PILOT TRAVEL CENTERS #390,"I-84, EXIT 188 & US-395",Stanfield,OR,982,3.469,3.469,45.7846,-119.2187
52625,FLYING J TRAVEL PLAZA #673,"I-44, EXIT 226 & SR-85",Sullivan,MO,540,3.324,3.324,38.2129,-91.1637
52626,FLYING J TRAVEL PLAZA #627,"I-95/SR-405, EXIT 29 & US-82/US-17/SR-25/SR-520",Brunswick,GA,75,3.39566666,3.39566666,31.1449,-81.4746
52628,One9 Pride #1215,"I-10, EXIT 45",Salome,AZ,930,3.369,3.379,33.7778,-113.606
52629,LOVES TRAVEL STOPS #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,977,3.889,3.949,46.9999,-120.5475
52630,PILOT TRAVEL CENTERS #386,"I-5, EXIT 263",Salem,OR,935,3.859,3.859,44.9233,-123.0244
52632,LOVES TRAVEL STOP #451,"I-65, EXIT 95 & CR-500",Whiteland,IN,375,3.949,3.949,39.5505,-86.0739
52633,PILOT TRAVEL CENTERS #57,"I-40 & I-85, EXIT 152",Mebane,NC,65,3.959,3.959,36.0852,-79.2736
52634,PETRO STOPPING CENTER #362,"I-80, EXIT 353",York,NE,330,3.299,3.299,40.8701,-97.5928
52635,E EXPRESS at MLK,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,2.889,2.889,35.4676,-97.5136
52636,LOVES TRAVEL STOP #414,"I-64, EXIT 25B & US-41",Haubstadt,IN,340,3.949,3.949,38.2039,-87.5751
52638,STRIPES 7FLEET #42555,"I-20, EXIT 80 & SR-18",Monahans,TX,710,2.929,2.929,31.6289,-103.0403
52640,SPEEDWAY #8316,US-30 & US-41,Dyer,IN,290,3.649,3.649,41.4977,-87.509
52641,PILOT TRAVEL CENTERS #71,"I-95, EXIT 109",Port Wentworth,GA,195,3.3956666650000003,3.419,32.1951,-81.1991
52642,One9 #61,"I-26, EXIT 52 & SR-56",Clinton,SC,30,3.099,3.099,34.4781,-81.8638
52643,Minit Mart #3,HIGHWAY 277 & FM 1589,Eagle Pass,TX,693,3.199,3.199,28.7125,-100.484
52644,ONE9 #058,"I-95, EXIT 180 & SR-48",Pleasant Hill,NC,205,3.399,3.399,36.258,-80.8904
52646,FLYING J TRAVEL PLAZA #619,"I-70, EXIT 285",Aurora,CO,800,3.39233333,3.39233333,39.7083,-104.7237
52647,FLYING J TRAVEL PLAZA #699,"I-70, EXIT 122",Millersport,OH,315,3.44566666,3.44566666,39.898,-82.5387
52648,Stripes #42566,US-67 & SR-158,Ballinger,TX,612,3.05566666,3.05566666,31.7394,-99.9559
52649,FLYING J TRAVEL PLAZA #623,"I-10, EXIT 192 & US-90",Midway,FL,20,3.799,3.799,30.4169,-87.0229
52649,FLYING J TRAVEL PLAZA #623,"I-10, EXIT 192 & US-90",Midway,FL,20,3.799,3.799,30.4995,-84.4582
52649,FLYING J TRAVEL PLAZA #623,"I-10, EXIT 192 & US-90",Midway,FL,20,3.799,3.799,28.7924,-81.2314
52651,TA NEW BRAUNFELS TRAVEL CENTER,"I-35, EXIT 193",New Braunfels,TX,740,3.449,3.449,29.6994,-98.1148
52652,PILOT TRAVEL CENTERS #47,"I-275, EXIT 129",Georgetown,KY,410,3.20566666,3.20566666,38.2247,-84.5487
52656,TRAVELING TIGER CENTER,"I-10, EXIT 87",Sierra Blanca,TX,640,3.15566666,3.15566666,31.1835,-105.3395
52658,LOVES TRAVEL STOP #274,"I-40, EXIT 221 & SR-27",Okemah,OK,560,3.35566666,3.35566666,35.4292,-96.2998
52659,LOVES TRAVEL STOP #276,"I-10, EXIT 20",Lordsburg,NM,640,3.45733333,3.45733333,32.3438,-108.7021
52661,LOVES TRAVEL STOP #281,"I-35 WEST, EXIT 40",Fort Worth,TX,630,3.18733333,3.18733333,32.7817,-97.3474
52663,EXXON,"I-20/I-59, EXIT 17 & SR-28",Livingston,AL,705,2.979,2.979,32.5982,-88.1891
52664,PETRO STOPPING CENTER #378,I-81 EXIT 178B,Pittston,PA,200,4.16566666,4.16566666,41.3272,-75.7888
52667,EXPRESS LANE TRAVEL CENTER,"I-20, EXIT 100 & US-80",Lawrence,MS,705,3.299,3.299,,
52669,COLUMBIA TRUCK STOP,US-46,Columbia,NJ,115,3.079,3.079,40.926,-75.0945
52674,FLYING J TRAVEL PLAZA #738,"I-20/FM707, EXIT 277",Tye,TX,575,3.124,3.124,32.4522,-99.8665
52675,PILOT TRAVEL CENTER #907- TOWN PUMP,"I-94, EXIT 138",Miles City,MT,780,3.499,3.499,46.4059,-105.8385
52676,PILOT TRAVEL CENTERS #336,"I-80, EXIT 97 & US-219",Du Bois,PA,14,4.034,4.034,,
52678,STRIPES 7FLEET #42433,US-277,Bronte,TX,739,3.474,3.474,31.8857,-100.2955
52679,LOVES TRAVEL STOP #404,"I-295, EXIT 56 & I-95, EXIT 7",Bordentown,NJ,150,3.979,3.979,,
52680,PILOT TRAVEL CENTER #91,"I-95, EXIT 329",Saint Johns,FL,75,3.4615,3.499,,
52683,PILOT TRAVEL CENTER #145,"I-40/US-71/US-62, EXIT 72 AND US-412",Springdale,AR,416,3.4610000000000003,3.463,36.1901,-94.1574
52684,KWIK STAR #348,US-30/US-67,Clinton,IA,270,3.624,3.624,41.8435,-90.2412
52685,LOVES TRAVEL STOP #275,"I-40/US-63, EXIT 233 & SR-261",Palestine,AR,435,3.31566666,3.31566666,34.9696,-90.9068
52686,LOVES TRAVEL STOP #278,"I-40, EXIT 277",Joseph City,AZ,930,3.60733333,3.60733333,34.9614,-110.3274
52687,LOVES TRAVEL STOP #286,"I-10, EXIT 17",Quartzsite,AZ,930,3.949,3.949,33.6675,-114.2171
52690,LOVES TRAVEL STOP #415,"I-95 & OKEECHOBEE RD, EXIT 129",Fort Pierce,FL,95,3.50566666,3.50566666,27.4255,-80.3431
52691,PILOT TRAVEL CENTERS #312,"I-20/SR-402, EXIT 5 & SR-100",Tallapoosa,GA,18,3.419,3.449,33.7335,-85.2859
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy,IL,540,3.4956666666666667,3.699,38.7268,-89.8977
52697,FLYING J TRAVEL PLAZA #747,"I-15, EXIT 261",Springville,UT,835,3.76566666,3.76566666,40.1638,-111.6205
60084,SUNSTOP #625,US-84,Ashford,AL,20,3.599,3.599,31.1858,-85.2359
60106,SUNSTOP #619,US-84,Daleville,AL,720,3.399,3.399,31.2915,-85.7117
60114,SUNSTOP #606,US-84/SR-167,Enterprise,AL,20,3.699,3.699,31.3275,-85.8463
60136,HOBO PANTRY #18,US-431,Headland,AL,20,3.599,3.599,31.3501,-85.3523
60145,OCS QUICK STOP,US-43/SR-13,Mount Vernon,AL,715,3.699,3.699,31.0889,-88.0137
60147,HOP-IN FOOD STORES,US-82 & SR-22,Maplesville,AL,720,3.399,3.399,32.7867,-86.8783
60191,PILOT #1180,"I-10, EXIT 94",Tonopah,AZ,930,3.899,3.899,33.488,-112.9308
60206,TA EXPRESS #649,"I-25, EXIT 52",Walsenburg,CO,796,4.259,4.259,37.6307,-104.7818
60208,BERKSHIRE PETROLEUM,"I-91, EXIT 9",North Haven,CT,100,3.549,3.549,,
60220,ZELLWOOD TRUCK STOP,US-441,Zellwood,FL,140,3.499,3.499,28.7294,-81.5895
60224,SUNSTOP #419,US-19,Camilla,GA,20,3.499,3.499,31.2337,-84.2088
60226,CIRCLE K #2723903,US-82 & SR-520,Dawson,GA,20,3.499,3.499,31.7721,-84.4437
60229,96 TRAVEL PLAZA,"I-16, EXIT 24",Jeffersonville,GA,85,3.399,3.399,32.6863,-83.3433
60230,CIRCLE K #2745152,US-19,Pelham,GA,20,3.499,3.499,31.1267,-84.1515
60242,KWIK STAR #711,US-18/US-52,Monona,IA,565,3.624,3.624,43.0504,-91.391
60243,PETRO MART,"I-29, EXIT 112",Onawa,IA,527,3.15733333,3.15733333,42.0265,-96.0909
60245,STINKER #74,"I-84, EXIT 137",Bliss,ID,785,3.634,3.634,42.9243,-114.9479
60248,METRO,"I-95, EXIT 12",Avenel,NJ,115,3.299,3.299,40.5842,-74.2716
60250,ELIZABETH TRUCK STOP,"I-95, EXIT 13A & SR-81",Elizabethport,NJ,115,3.399,3.399,,
